count,hate_speech,offensive_language,neither,class,class_label,clean_tweet_improved
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate pumpkin flavored items white bitches crazy theyre nasty
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate ratchet country hoes ashamed
4.0,1.0,3.0,0.0,1.0,Offensive Language,hate selfrightous black bitches
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate selfrightous bitches general people really fucking nerve sometimes
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate stupid bitches cry stupid reasons
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate takin trash always expecting big ass dog alley raccoon jump dumpster
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate texting boring bitches
3.0,0.0,0.0,3.0,2.0,Neither,hate wake early morning drink fact cold yellow gatorade fridge gets happy
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate hoe bout
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate hoe oml
3.0,2.0,1.0,0.0,0.0,Hate Speech,hate mom says trying move bitch reason trying place live
3.0,1.0,2.0,0.0,1.0,Offensive Language,hate random tear comes havent blinked nigga stop bitch
3.0,1.0,0.0,2.0,2.0,Neither,hate wee boy wae squinty eyes game thrones
3.0,1.0,2.0,0.0,1.0,Offensive Language,hate assigned seats sit annoying bitches whole class
3.0,1.0,2.0,0.0,1.0,Offensive Language,hate fing bus hate fing bus high dairy hate fing bus
3.0,3.0,0.0,0.0,0.0,Hate Speech,hate ghetto trash special school across street building grow criminals
3.0,3.0,0.0,0.0,0.0,Hate Speech,hate white trash cops raped murdered infant daughters son
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate hoes look thick front pass ass missing
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate cookie built bitch
3.0,1.0,2.0,0.0,1.0,Offensive Language,hate kids class always complaining bitchdouche teacher
3.0,1.0,2.0,0.0,1.0,Offensive Language,hate tht hoe make hard talk topic poppin ill end stoppin
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate twitter bunch sexy bitches
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate txtn niggah man
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate see thick bitch instagram show looking teddy graham
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate upload pic caption says son someone asks omg son bitch found outside
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate bitch take compliment pretty ugly well ugly damn
3.0,1.0,2.0,0.0,1.0,Offensive Language,hate bitch fucked teeth trynna smile pictures lmfao
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate girls single single lil thottie cuff problem bitch ill rko ass
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate bitches thinking smh
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate bitches love much
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate bitches lame
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate bitches keep saying yassss bitch sound stupid stfu
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate bitches wanna talk breaks theyre break nigga inbox
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate bitches post pictures cute bitches tag low key selfish
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate bitches say bro bruh
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate bitches think expect something return buying cheap ass gift food life let live
3.0,1.0,2.0,0.0,1.0,Offensive Language,hate bitches try talk chipped nails
3.0,2.0,1.0,0.0,0.0,Hate Speech,hate black people try white bad nigger
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate cute ass girls wack boyfriends bitch settlling quit settling real nigga
3.0,1.0,0.0,2.0,2.0,Neither,hate females try sound bird heads
6.0,2.0,4.0,0.0,1.0,Offensive Language,hate girls say single heart taken bitch nigga love hoe move
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate girls say single heart taken bitch nigga love move
3.0,1.0,2.0,0.0,1.0,Offensive Language,hate girls say forever alone shut forever hoe forever alone shut dick breath
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate hoes try play wifey roll
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate hoes tweet hoes okay hypocritical
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate see cold hoe tryna kick knowledge
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate best friend gets new bitch barely chills
3.0,1.0,2.0,0.0,1.0,Offensive Language,hate niggas come tell bitch twitter bitch fuc wit smh
3.0,1.0,2.0,0.0,1.0,Offensive Language,hate people ask shoot need pussy bigger unswole niggas
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate people call mate england fucking twat
3.0,1.0,2.0,0.0,1.0,Offensive Language,hate people terrible coping skills complain much mom died stop pussy
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate people randomly stop talking give reason bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate people organize plans end reaching destination thembitch ask
3.0,2.0,1.0,0.0,0.0,Hate Speech,hate people tell many tattoos make look ugly bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate people tweef delete tweets yalls hoes trying read
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate ppl break fight idc best friends sisters whatever let bitches fight ctfuu
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate ppl come house make mess bathroom bitch come house play sink noooo
3.0,1.0,2.0,0.0,1.0,Offensive Language,hate little white kids try act black bitch white
3.0,2.0,1.0,0.0,0.0,Hate Speech,hate white trash try act theyre equal makes much clearer white trash
3.0,0.0,3.0,0.0,1.0,Offensive Language,hate yal delete twitter somethin better bitch ass niggas
3.0,0.0,0.0,3.0,2.0,Neither,hate yellow jackets feel arms back
3.0,2.0,1.0,0.0,0.0,Hate Speech,hate niccas
3.0,0.0,3.0,0.0,1.0,Offensive Language,hoes
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch face bitch voice match kinda hard making friends
3.0,0.0,0.0,3.0,2.0,Neither,feeling tonight trash
3.0,0.0,3.0,0.0,1.0,Offensive Language,extra ass unnecessary clothes cay wanna act lit hoe
3.0,0.0,3.0,0.0,1.0,Offensive Language,better things drive yellow fucking lamborghini
3.0,0.0,3.0,0.0,1.0,Offensive Language,finally come terms fact highest bitch level eat
3.0,0.0,3.0,0.0,1.0,Offensive Language,work done day everybody else scramblin sunday day rest bitches
3.0,0.0,0.0,3.0,2.0,Neither,never actually seen yellow duck
3.0,1.0,0.0,2.0,2.0,Neither,clothes make look redneck tried best
3.0,0.0,3.0,0.0,1.0,Offensive Language,hoes man need though
3.0,1.0,2.0,0.0,1.0,Offensive Language,respect people cheat shits retarded
3.0,0.0,2.0,1.0,1.0,Offensive Language,officially earned right bitch things next two years yay
3.0,1.0,2.0,0.0,1.0,Offensive Language,day fucking school god nansemond fucking retarded
3.0,0.0,0.0,3.0,2.0,Neither,really light colored eyebrows naturally
3.0,0.0,3.0,0.0,1.0,Offensive Language,horrible perspective time think might retarded smh
3.0,1.0,2.0,0.0,1.0,Offensive Language,bitches runnin wen dat pipe come damn
3.0,0.0,0.0,3.0,2.0,Neither,dress tomorrow mock interviews still tie tie
3.0,1.0,2.0,0.0,1.0,Offensive Language,hide bitches sister gets eats
3.0,0.0,3.0,0.0,1.0,Offensive Language,stop using bitch often everyday conversations
3.0,0.0,3.0,0.0,1.0,Offensive Language,tell secret stupid hoe
3.0,0.0,2.0,1.0,1.0,Offensive Language,yet understand many bytches getting bull piercing called septic something
3.0,0.0,3.0,0.0,1.0,Offensive Language,havent called ugly whole life tho guys refer women bitches ugly lmao disgust
3.0,0.0,0.0,3.0,2.0,Neither,hear birds summer breeze drive fast alone midnight
3.0,0.0,0.0,3.0,2.0,Neither,hear thing day day birds
3.0,0.0,3.0,0.0,1.0,Offensive Language,heard bitches commit sins chipotle
3.0,0.0,3.0,0.0,1.0,Offensive Language,heard rumors vile hideous traitorous bitch named pelosi parading around illegal aliens vets shaft
3.0,0.0,3.0,0.0,1.0,Offensive Language,heard pops pussy low
3.0,0.0,3.0,0.0,1.0,Offensive Language,heard pussy niggas hatin
3.0,0.0,2.0,1.0,1.0,Offensive Language,hit raw listening papoose
3.0,0.0,3.0,0.0,1.0,Offensive Language,honestly understand men love bash women make feel good sucked dick soooo goood
3.0,0.0,0.0,3.0,2.0,Neither,hope charlie brought lube test
3.0,0.0,3.0,0.0,1.0,Offensive Language,hope trip fall pussy tunechi
3.0,0.0,3.0,0.0,1.0,Offensive Language,hope making moneyylol aye whr hoes
3.0,0.0,0.0,3.0,2.0,Neither,hope yankees soriano shoulda never gave away alex rodriguez
3.0,0.0,0.0,3.0,2.0,Neither,hope trash talk abt poor product doesnt hurt chances getting hired legal correspondent cnn
3.0,0.0,3.0,0.0,1.0,Offensive Language,hope accidentally fat black bitch pregnant
3.0,2.0,1.0,0.0,0.0,Hate Speech,hope eye cancer bitch
3.0,0.0,2.0,1.0,1.0,Offensive Language,hope realize retarded
3.0,0.0,3.0,0.0,1.0,Offensive Language,hope wrapping give pussy break niggas fuckin never date
3.0,0.0,0.0,3.0,2.0,Neither,hopes dis come severe shock use colored
3.0,0.0,0.0,3.0,2.0,Neither,ignore birds
3.0,1.0,2.0,0.0,1.0,Offensive Language,impress young white girl next doe taking giant negro thang usin flip hamburgers
3.0,0.0,3.0,0.0,1.0,Offensive Language,jus wanna live good stay fresh bad bitches
3.0,0.0,2.0,1.0,1.0,Offensive Language,jus wanna smoke rub bitch booty bump days
3.0,0.0,3.0,0.0,1.0,Offensive Language,jus wanna watch last episode orange new black netflix jus wants bitch
3.0,1.0,2.0,0.0,1.0,Offensive Language,chillin tho hoes hoe niggas operate maybe wrong
6.0,2.0,4.0,0.0,1.0,Offensive Language,fucking bitches niggas cuffin hoes
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitch slapped brother
3.0,0.0,3.0,0.0,1.0,Offensive Language,bought bentley bitch came wit
3.0,0.0,3.0,0.0,1.0,Offensive Language,date ghetto ass girl bruh
3.0,0.0,2.0,1.0,1.0,Offensive Language,imagine albino haha
6.0,1.0,5.0,0.0,1.0,Offensive Language,caught fat bitch slippin taking selfie
3.0,0.0,3.0,0.0,1.0,Offensive Language,cracked motherfuckin phone god damn feel punching bitch motherfuckin throat
3.0,1.0,2.0,0.0,1.0,Offensive Language,dodged bullet crazy bitch
3.0,1.0,2.0,0.0,1.0,Offensive Language,none people talk back mei guess follow hopes follow back talk cracker
3.0,0.0,3.0,0.0,1.0,Offensive Language,fell love saw baddest bitch driving amg coupe
3.0,1.0,2.0,0.0,1.0,Offensive Language,fucked albino weird white body impersonating black voice iggy azalea
3.0,0.0,3.0,0.0,1.0,Offensive Language,getting started bitch
4.0,0.0,4.0,0.0,1.0,Offensive Language,hype haha lets beat dat pussy ass niqqa
3.0,0.0,3.0,0.0,1.0,Offensive Language,heard mom annoyed bitch expect slept long hungry bye felecia
3.0,0.0,3.0,0.0,1.0,Offensive Language,herd random creepiest sound going outside windows looking bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,love tweaking hoe tweaking hoe song part wee getting money ball sme sme
3.0,0.0,0.0,3.0,2.0,Neither,might buy arod jersey
3.0,0.0,3.0,0.0,1.0,Offensive Language,might riches might broke bitches
3.0,0.0,0.0,3.0,2.0,Neither,need yankees win pennant
3.0,0.0,3.0,0.0,1.0,Offensive Language,need pussy time fine drizzy
3.0,0.0,0.0,3.0,2.0,Neither,put pan brownies
3.0,0.0,3.0,0.0,1.0,Offensive Language,read prolly tweets different girls looong relationship ended today daaaamn hoe slayed
3.0,0.0,0.0,3.0,2.0,Neither,saw man actual conversation bird haha
3.0,0.0,3.0,0.0,1.0,Offensive Language,seen hit bitch call hit bitch ugly funny ctfu
3.0,0.0,3.0,0.0,1.0,Offensive Language,seen ugliest bitch commercial history monday night football
3.0,0.0,3.0,0.0,1.0,Offensive Language,seen main bitch might
3.0,0.0,3.0,0.0,1.0,Offensive Language,touched pussy
3.0,0.0,0.0,3.0,2.0,Neither,wanna cuddle boyfriend fuzzy blanket drink hot tea hair played bed
3.0,0.0,2.0,1.0,1.0,Offensive Language,wanna bad bitches
3.0,0.0,3.0,0.0,1.0,Offensive Language,wanna lifted exotic bitches
3.0,1.0,2.0,0.0,1.0,Offensive Language,wanna slap couple yall bitches
3.0,2.0,1.0,0.0,0.0,Hate Speech,wanna slit throat
3.0,0.0,3.0,0.0,1.0,Offensive Language,wanna touch bitch bitch bud trust bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,wanna travel world bitches
3.0,0.0,3.0,0.0,1.0,Offensive Language,want girl thatll hoe
3.0,0.0,1.0,2.0,2.0,Neither,want oreos milk honestly stop store pick way back
6.0,1.0,5.0,0.0,1.0,Offensive Language,want bad hoes wanna reach children
3.0,1.0,2.0,0.0,1.0,Offensive Language,want beat everyone stares bitch stahp
3.0,2.0,1.0,0.0,0.0,Hate Speech,want punch throat order wrong stupid bitch sonic
3.0,0.0,0.0,3.0,2.0,Neither,want vanilla oreos
3.0,0.0,0.0,3.0,2.0,Neither,whipped home cripple made
3.0,0.0,3.0,0.0,1.0,Offensive Language,wish girlfriend come home long night fuckin wit bitches club
3.0,0.0,3.0,0.0,1.0,Offensive Language,wish females would look mirror hop social networks talk hoes
3.0,0.0,3.0,0.0,1.0,Offensive Language,wrote dawg ass essay working bibliography laptop froze kill bitch gets lost cause hadnt saved
3.0,0.0,0.0,3.0,2.0,Neither,keep running trees birds fly avoid erm targeted lack digestive system
3.0,0.0,2.0,1.0,1.0,Offensive Language,keep seeing hoes call hoeshoes confused
3.0,0.0,3.0,0.0,1.0,Offensive Language,keep baddest hoes stay fresh head toe
3.0,0.0,3.0,0.0,1.0,Offensive Language,keep hoes check bounce
3.0,0.0,3.0,0.0,1.0,Offensive Language,knew new orleans nig would say something crazy
3.0,1.0,2.0,0.0,1.0,Offensive Language,kno upside cunt
3.0,0.0,3.0,0.0,1.0,Offensive Language,talk lot bitch best believe back
3.0,0.0,1.0,2.0,2.0,Neither,hillbilly anything better big pot beans cornbread little hot sauce top
3.0,0.0,3.0,0.0,1.0,Offensive Language,move next year mom gonna bitch whole time live
3.0,1.0,2.0,0.0,1.0,Offensive Language,niggaz bitches
3.0,0.0,3.0,0.0,1.0,Offensive Language,outback see outback hoe
3.0,0.0,3.0,0.0,1.0,Offensive Language,lot using ass hoes want bread wheels nigga grind bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitches mad friends borrow clothes bunch girls comments sayin cute outfit
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitches sell pussy
3.0,0.0,3.0,0.0,1.0,Offensive Language,feels believe born heart anymore ghetto
3.0,1.0,2.0,0.0,1.0,Offensive Language,niggah saw
3.0,0.0,0.0,3.0,2.0,Neither,right guy man job josh outman
3.0,3.0,0.0,0.0,0.0,Hate Speech,righttt hate fat loud bitches
3.0,0.0,3.0,0.0,1.0,Offensive Language,everybody care enough speak suggest bitches watch forreal
3.0,0.0,3.0,0.0,1.0,Offensive Language,ratchet bitches rep north side
3.0,0.0,3.0,0.0,1.0,Offensive Language,karma real hope cool still stupid ass bitch fuckin
3.0,0.0,3.0,0.0,1.0,Offensive Language,karmas real hope doin cool still stupid ass bitch fuckin
3.0,0.0,3.0,0.0,1.0,Offensive Language,hoes
3.0,1.0,2.0,0.0,1.0,Offensive Language,niglets heard screaming
3.0,0.0,3.0,0.0,1.0,Offensive Language,hoe twitter right catfishin
3.0,0.0,3.0,0.0,1.0,Offensive Language,woods kofi big forming rtruth bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitches discuss group message words asshole cute douche bag abused excessively
3.0,0.0,3.0,0.0,1.0,Offensive Language,yall bitches tell yall selfs would hustlelinaa cuz yall asses stay following
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitches hating low tho way niggaz world afford
3.0,0.0,3.0,0.0,1.0,Offensive Language,seeeeen faceeeee gon send bitch maa wayyyy
3.0,2.0,1.0,0.0,0.0,Hate Speech,knows yall white folk playin wit colored knows place
3.0,1.0,2.0,0.0,1.0,Offensive Language,knw bitch niggas frm way back pussy pussy
3.0,0.0,3.0,0.0,1.0,Offensive Language,fuckin wit nigga getting emotional remind bitch blake
3.0,0.0,3.0,0.0,1.0,Offensive Language,laugh bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,learned every bad bitch comes wit mood swings mortal kombat liu kang true mane
3.0,0.0,0.0,3.0,2.0,Neither,learnt birds child best time learn
3.0,0.0,3.0,0.0,1.0,Offensive Language,let two hoes need let
6.0,0.0,6.0,0.0,1.0,Offensive Language,let hoes make much
3.0,0.0,3.0,0.0,1.0,Offensive Language,lied fair place reno girls dress cowgirl sluts nitc hash tag bitches
3.0,2.0,1.0,0.0,0.0,Hate Speech,chinese buffets hate chinks
3.0,0.0,0.0,3.0,2.0,Neither,rivers talks lot trash tell loves game
3.0,0.0,3.0,0.0,1.0,Offensive Language,cool bad bitch sexy attitude ehh whatever
3.0,0.0,3.0,0.0,1.0,Offensive Language,hoe hoe amusement
3.0,0.0,3.0,0.0,1.0,Offensive Language,kids beyond scared straight acting hard ass gangsters end leaving balling eyes bitches
3.0,0.0,3.0,0.0,1.0,Offensive Language,bad bitches cause bad bitches
3.0,0.0,3.0,0.0,1.0,Offensive Language,bad bitches cause bad bitches hay stunna
3.0,0.0,3.0,0.0,1.0,Offensive Language,bad bitches fucking problem
3.0,0.0,3.0,0.0,1.0,Offensive Language,beamers benzes porches bitches imported
3.0,0.0,3.0,0.0,1.0,Offensive Language,teased give pussy fast
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitches bitches
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitches
3.0,0.0,3.0,0.0,1.0,Offensive Language,chilling bitch fucking
3.0,0.0,3.0,0.0,1.0,Offensive Language,good weed bad bitches roll
3.0,0.0,3.0,0.0,1.0,Offensive Language,herbal tea bitches matter anyone else
3.0,0.0,3.0,0.0,1.0,Offensive Language,cays ass favorited tweet text bacc hate hoe
3.0,2.0,1.0,0.0,0.0,Hate Speech,niggas try come bitch pussies
3.0,0.0,3.0,0.0,1.0,Offensive Language,call mcsully bad bitches pour honey silky body even
3.0,0.0,3.0,0.0,1.0,Offensive Language,folks act word negro equivalent porch monkey spear chucker real
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitches bad wit lil attitude
3.0,0.0,3.0,0.0,1.0,Offensive Language,bitches simple laid back relaxed mental
3.0,0.0,3.0,0.0,1.0,Offensive Language,seat low window slightly cracked riding wit bad hoe wit girlfriend back
6.0,0.0,6.0,0.0,1.0,Offensive Language,saying word pussy hoe ion
3.0,2.0,1.0,0.0,0.0,Hate Speech,taking niggas hoes stop
3.0,0.0,0.0,3.0,2.0,Neither,yankees toinight
3.0,0.0,3.0,0.0,1.0,Offensive Language,butt fine ladies choke hold bitch well maybe
3.0,0.0,0.0,3.0,2.0,Neither,mock apple legitimately interested see wearable looks
3.0,0.0,3.0,0.0,1.0,Offensive Language,weed brownies cookies straight seein crooked muh trippy kit hope trip fal pussy
6.0,0.0,0.0,6.0,2.0,Neither,liked video sock fairy short film
3.0,0.0,3.0,0.0,1.0,Offensive Language,liked video conor mcgregor trash talking chad mendes rest balls forehead
3.0,0.0,3.0,0.0,1.0,Offensive Language,literally looked kids pussy
3.0,0.0,0.0,3.0,2.0,Neither,live twobite brownies
3.0,0.0,3.0,0.0,1.0,Offensive Language,live fast lane bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,look better bitch outfit floor
3.0,1.0,2.0,0.0,1.0,Offensive Language,look denzel tilt head side bitch
3.0,0.0,0.0,3.0,2.0,Neither,look dusty bird today
3.0,0.0,3.0,0.0,1.0,Offensive Language,looked retarded
3.0,0.0,3.0,0.0,1.0,Offensive Language,lose ovo followers every year bitches unfollowed hold going home rants hoe athem hoe anthem
3.0,0.0,3.0,0.0,1.0,Offensive Language,lost respect brother cause acting straight bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,lost think good paper bitch fell bed fell bed slept floor
3.0,0.0,3.0,0.0,1.0,Offensive Language,lost partners bitches money never lost mind
3.0,0.0,2.0,1.0,1.0,Offensive Language,lost something important last year excuse little selfish bitch
3.0,0.0,0.0,3.0,2.0,Neither,love butter atcq love qtips hook looped three half minutes instead phifes trash verses
6.0,1.0,5.0,0.0,1.0,Offensive Language,love asian bitches
3.0,0.0,3.0,0.0,1.0,Offensive Language,love german wish nansemonds bitch ass
3.0,0.0,0.0,3.0,2.0,Neither,love liv gets ghetto
3.0,0.0,3.0,0.0,1.0,Offensive Language,love bitch racks
3.0,0.0,3.0,0.0,1.0,Offensive Language,love bitches ridin bitches matter
3.0,2.0,1.0,0.0,0.0,Hate Speech,love people theres fag goes school catch ninja star face asap
3.0,0.0,3.0,0.0,1.0,Offensive Language,love bad bitches
3.0,0.0,3.0,0.0,1.0,Offensive Language,love bad bitches fucking hobby yeah theyre fours fucking doggy
3.0,0.0,3.0,0.0,1.0,Offensive Language,love bad bitches fuckin problem
3.0,0.0,3.0,0.0,1.0,Offensive Language,love bad bitches fuckin problem forreal real even help
9.0,3.0,6.0,0.0,1.0,Offensive Language,love faggots absolutely love especially ones dress tea
6.0,1.0,5.0,0.0,1.0,Offensive Language,love fat bitches
3.0,0.0,3.0,0.0,1.0,Offensive Language,love fat bitches fucking problem
6.0,0.0,6.0,0.0,1.0,Offensive Language,love flirting money bitch time eye
3.0,0.0,0.0,3.0,2.0,Neither,love floating monkey heads much next person active surplus website redonkulus
3.0,2.0,1.0,0.0,0.0,Hate Speech,love fuckin wit people givin greedy ass nigas old crackers wit expired cheese dey callin nigga shittin likea goose
3.0,1.0,2.0,0.0,1.0,Offensive Language,love going looking wife talk spanish rednecks stare reconsider
3.0,0.0,3.0,0.0,1.0,Offensive Language,love everybody bitches heat fans win lose haters obnoxious
3.0,0.0,3.0,0.0,1.0,Offensive Language,love bitches talkin single life best life bitchin complaining need boyfriend
3.0,0.0,3.0,0.0,1.0,Offensive Language,love hoes omg warped tour yayyyyy
3.0,0.0,3.0,0.0,1.0,Offensive Language,love brother actually tries understand girl see point view argue instead bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,love people use twitter bitch complain
3.0,0.0,0.0,3.0,2.0,Neither,love marry still queer messy funny fabulous dramatic community weve always love
3.0,0.0,0.0,3.0,2.0,Neither,love jigg jigg
3.0,0.0,3.0,0.0,1.0,Offensive Language,love living minnesota weather bad enough people bitch anything serious stay safe east coast
3.0,0.0,0.0,3.0,2.0,Neither,love chunky babies
3.0,0.0,3.0,0.0,1.0,Offensive Language,love fresh pussy eat buffet
3.0,0.0,3.0,0.0,1.0,Offensive Language,love money fuc bitch stress
3.0,0.0,3.0,0.0,1.0,Offensive Language,love haters biggest fans field dem bitches stands
3.0,0.0,0.0,3.0,2.0,Neither,love acoustic domes hallways favorite place sing public lie
3.0,0.0,3.0,0.0,1.0,Offensive Language,love stupid holiday commercials thought going car nope bitch ugly ass sweater
6.0,0.0,6.0,0.0,1.0,Offensive Language,love bitch hes dear heart
3.0,0.0,3.0,0.0,1.0,Offensive Language,love
3.0,0.0,3.0,0.0,1.0,Offensive Language,love eat pussy
3.0,0.0,3.0,0.0,1.0,Offensive Language,love feed pussy
3.0,0.0,0.0,3.0,2.0,Neither,love watching birds migrate wish understood peaceful sight
3.0,0.0,0.0,3.0,2.0,Neither,love wearing fuzzy socks work
3.0,0.0,3.0,0.0,1.0,Offensive Language,love girls pass guys want something real treat right guy uses cuz bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,love friends let use phones stalk bitch blocked facebook
3.0,0.0,3.0,0.0,1.0,Offensive Language,love mom goes grocery store gets home carry sucks monkey nuts
3.0,0.0,3.0,0.0,1.0,Offensive Language,love people bitch athletes payed much theyd turn millions ever
3.0,0.0,3.0,0.0,1.0,Offensive Language,love pussy smacking sound mixing spaghetti
3.0,1.0,2.0,0.0,1.0,Offensive Language,love nigguh grown ass man
6.0,0.0,6.0,0.0,1.0,Offensive Language,loved much long could niggah
3.0,0.0,0.0,3.0,2.0,Neither,luh lick middle oreo
3.0,0.0,0.0,3.0,2.0,Neither,luv watching gas monkey havin classics
3.0,0.0,3.0,0.0,1.0,Offensive Language,made bitch sicc wit
3.0,0.0,3.0,0.0,1.0,Offensive Language,made bitch
6.0,0.0,6.0,0.0,1.0,Offensive Language,make bitches fly peter pan
3.0,0.0,2.0,1.0,1.0,Offensive Language,masturbated lingerie catalog spite dare throw trash look
3.0,0.0,0.0,3.0,2.0,Neither,may may least fob related tattoos already planned
3.0,0.0,3.0,0.0,1.0,Offensive Language,mean nasty tooting ass bitch face freaky zone
3.0,0.0,3.0,0.0,1.0,Offensive Language,mean bitch whilin gone knocked
4.0,1.0,3.0,0.0,1.0,Offensive Language,mean cunt cunt happens
3.0,0.0,1.0,2.0,2.0,Neither,mean ppl confuse use nicca used word two shouldve used
3.0,0.0,3.0,0.0,1.0,Offensive Language,mean married long sign prenuptial agreement bitch
3.0,1.0,2.0,0.0,1.0,Offensive Language,mean guess start using since faggot facebook blocked saying mean things lady gaga
3.0,0.0,0.0,3.0,2.0,Neither,meanif blow foul yellow situation
3.0,0.0,3.0,0.0,1.0,Offensive Language,meant bitch niggas
3.0,0.0,3.0,0.0,1.0,Offensive Language,might freak bitch need bitch
6.0,2.0,4.0,0.0,1.0,Offensive Language,miss britt god damn bitch real nigga baby
3.0,0.0,0.0,3.0,2.0,Neither,miss twinkies susie tragic loss society next pixie turtles
3.0,1.0,2.0,0.0,1.0,Offensive Language,miss jihadist bitches crosshairs ahhh good days
3.0,0.0,3.0,0.0,1.0,Offensive Language,miss bitch fucked whatever
3.0,0.0,3.0,0.0,1.0,Offensive Language,miss fag friends
3.0,0.0,3.0,0.0,1.0,Offensive Language,miss flip phone bitch never died
3.0,0.0,0.0,3.0,2.0,Neither,miss monkey
6.0,0.0,6.0,0.0,1.0,Offensive Language,miss wee cheeky cunt sad times
3.0,2.0,0.0,1.0,0.0,Hate Speech,missing something ofay friends day scared recent happenings chu worryol lamar say colored folk
3.0,1.0,2.0,0.0,1.0,Offensive Language,moved niggah anyways
3.0,0.0,3.0,0.0,1.0,Offensive Language,must bitch
4.0,0.0,4.0,0.0,1.0,Offensive Language,must pissed nigga aha hoe acting outta line
3.0,0.0,3.0,0.0,1.0,Offensive Language,name niggas nba playersmy nigga larry bird strait fuckin
3.0,0.0,3.0,0.0,1.0,Offensive Language,named dick truth cuz bitches handle lmao
3.0,0.0,3.0,0.0,1.0,Offensive Language,named penis truth bitches handle
3.0,0.0,3.0,0.0,1.0,Offensive Language,need belgian waffle couple bad bitches
3.0,0.0,0.0,3.0,2.0,Neither,need spanish woman ghetto names cook till casket curvy
3.0,0.0,2.0,1.0,1.0,Offensive Language,need bad bitch gon treat good
7.0,0.0,7.0,0.0,1.0,Offensive Language,need bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,need bitch
6.0,1.0,5.0,0.0,1.0,Offensive Language,need bitch drop
3.0,0.0,3.0,0.0,1.0,Offensive Language,need bitch need beat
6.0,0.0,6.0,0.0,1.0,Offensive Language,need bitch top till sleepy
3.0,0.0,0.0,3.0,2.0,Neither,need cowboy killer cold probably tired tho
3.0,0.0,3.0,0.0,1.0,Offensive Language,need girl jamaica basic black bitches
3.0,0.0,1.0,2.0,2.0,Neither,need heated bra nips hurt bad
3.0,0.0,3.0,0.0,1.0,Offensive Language,need new bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,need trippy bitch wit cute
3.0,0.0,0.0,3.0,2.0,Neither,need fuzzy blankets sleep
3.0,0.0,3.0,0.0,1.0,Offensive Language,need bitch
9.0,0.0,9.0,0.0,1.0,Offensive Language,need real loyal ass bitch
3.0,0.0,3.0,0.0,1.0,Offensive Language,need research street signs near usaa hang bitch bed
3.0,0.0,1.0,2.0,2.0,Neither,need sleep seem place lets clam sleep
